Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Espana,Price / Espana,Compare At Price / Espana,Status
cadena-militar-mujer-2mm,Cadena Militar Mujer 2mm,"<p>Cadena de oro laminado con dise–o c‡sico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look.</p>",ISIS JOYERÍA,Sin categoría,"","Cadenas, Mujer, Oro laminado",true,Medida,2mm/45cm,,,,,,,,'43113,0.0,shopify,continue,manual,45.00,55.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_militar_3.png?v=1781198646,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-militar-mujer-2mm,,,,,,,,,3mm/45cm,,,,,,,,'43115,0.0,shopify,continue,manual,48.00,55.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/MILITAR4MM3.webp?v=1769832469,2,"",,,,,g,,,,,,
cadena-militar-mujer-2mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_militar_3mm.png?v=1781198633,3,"",,,,,,,,,,,
cadena-lazo-hombre-3mm,Cadena Lazo Hombre 3mm,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,3mm/65cm,,,,,,,,'42788,0.0,shopify,continue,manual,55.00,100.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_lazo_4mm_a3335bf9-ce2c-4fe8-90c0-ef9bc0b671cb.png?v=1781197224,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-lazo-hombre-3mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_lazo_4mm_2.png?v=1781196872,2,"",,,,,,,,,,,
cadena-cartier-hombre-3mm,Cadena Cartier Hombre 3mm,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,3mm/65cm,,,,,,,,'42496,0.0,shopify,continue,manual,55.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/products/Cartier3mm.jpg?v=1665324060,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-cordon-hombre,Pulsera Cordon Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'54060,0.0,shopify,continue,manual,39.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_CORDON_4MM.jpg?v=1769834218,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-cordon-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERACORDON3MM.jpg?v=1769834217,2,"",,,,,,,,,,,
pulsera-cordon-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERACORDON3MM_3.jpg?v=1769834217,3,"",,,,,,,,,,,
pulsera-cilindros-hombre,Pulsera Cilindros Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'53620,0.0,shopify,continue,manual,39.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERACILINDRO3MM.jpg?v=1766783299,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-caracol-hombre,Pulsera Caracol Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'53727,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_CARACOL_4MM.jpg?v=1769834265,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-cubana-continua-hombre,Pulsera Cubana Continua Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,5mm/20cm,,,,,,,,'53596,0.0,shopify,deny,manual,49.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_cubana_continua_5mm.png?v=1781197383,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-militar-hombre,Pulsera Militar Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'53100,0.0,shopify,deny,manual,40.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_MILITAR_4MM.jpg?v=1769834144,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-militar-hombre,,,,,,,,,4mm/20cm,,,,,,,,'53117,0.0,shopify,deny,manual,45.00,65.00,true,false,,,,,,,,,,,,,g,,,,,,
cadena-caracol-hombre,Cadena Caracol Hombre,"<h3><span style=""color: #ff2a00;""><em><strong>PAGAS AL RECIBIR O ADELANTADO  </strong></em></span></h3>
<p>GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,<span> </span><strong><span>CUENTA CON GARANTÍA DE X VIDA</span></strong>:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>PAGAR AL RECIBIR:</strong> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>ENVÍOS A ISLAS:</strong> </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p>✅ Material: Oro 18k laminado </p>
<p>✅ + 12.500 clientes felices  </p>
<p>✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </p>
<p>  Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>POLÍTICAS DE DEVOLUCIÓN:</strong> </span>puedes ver todas las políticas en el siguiente link https://isisgoldjewelry18laminado.com/policies/refund-policy</p>",ISIS JOYERÍA,Sin categoría,"","",true,Medida,4.5mm/65cm,,,,,,,,'43727,500.0,shopify,deny,manual,67.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_CARACOL_4MM.jpg?v=1769832733,1,"",false,,,,kg,,,true,,,active
cadena-caracol-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_CARACOL_4MM_2.jpg?v=1769832733,2,"",,,,,,,,,,,
cadena-caracol-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENACARACOL4MM.jpg?v=1769832733,3,"",,,,,,,,,,,
cadena-cordon-hombre,Cadena Cordon Hombre,"<h3><span style=""color: #ff2a00;""><em><strong>PAGAS AL RECIBIR O ADELANTADO  </strong></em></span></h3>
<p>GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,<span> </span><strong><span>CUENTA CON GARANTÍA DE X VIDA</span></strong>:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>PAGAR AL RECIBIR:</strong> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>ENVÍOS A ISLAS:</strong> </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p>✅ Material: Oro 18k laminado </p>
<p>✅ + 12.500 clientes felices  </p>
<p>✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </p>
<p>  Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>POLÍTICAS DE DEVOLUCIÓN:</strong> </span>puedes ver todas las políticas en el siguiente link https://isisgoldjewelry18laminado.com/policies/refund-policy</p>",ISIS JOYERÍA,Sin categoría,"","",true,Medida,3mm/65cm,,,,,,,,'44060,500.0,shopify,deny,manual,55.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_cordon_3_mm_60_cm.webp?v=1764728830,1,"",false,,,,kg,,,true,,,active
cadena-cordon-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_cordon_3_mm_60_cm_1.webp?v=1764728830,2,"",,,,,,,,,,,
cadena-engranaje-hombre,Cadena Engranaje Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Veneciana 65 cms disponible en 2 medidas (4mm y 6mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'45154,0.0,shopify,deny,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA-ENGRANAJE.webp?v=1764722376,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-engranaje-hombre,,,,,,,,,6mm/65cm,,,,,,,,'45159,0.0,shopify,deny,manual,80.00,105.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/ENGRANAJE_PUESTA.webp?v=1764722376,2,"",,,,,kg,,,,,,
pulsera-entrelazada-mujer-3mm,Pulsera Entrelazada Mujer 3mm,"<p><meta charset=""utf-8"">Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>",ISIS JOYERÍA,Sin categoría,"","Mujer, Oro laminado, Pulsera",true,Grosor,3mm,,Largo,17cm,,,,,,0.0,shopify,deny,manual,41.50,55.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Luxxojoyeria-febrero-02384.jpg?v=1764722378,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-entrelazada-mujer,Cadena Entrelazada Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Entrelazada 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,3mm/45cm,,,,,,,,'43372,0.0,shopify,continue,manual,41.50,55.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Luxxojoyeria-febrero-02389.jpg?v=1764722379,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-entrelazada-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9340.jpg?v=1764722381,2,"",,,,,,,,,,,
cadena-entrelazada-hombre,Cadena Cruzada Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Entrelazada 65 cms disponible en 2 medidas (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'43390,0.0,shopify,continue,manual,70.00,100.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Luxxojoyeria-febrero-02481.jpg?v=1764722381,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-entrelazada-hombre,,,,,,,,,6mm/65cm,,,,,,,,'43400,0.0,shopify,continue,manual,85.00,105.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DSC_0081_800b399f-6eb6-4f22-aa28-9b0adfd83fe1.jpg?v=1765990896,2,"",,,,,kg,,,,,,
cadena-entrelazada-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Luxxojoyeria-febrero-02492.jpg?v=1765990896,3,"",,,,,,,,,,,
cadena-entrelazada-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Luxxojoyeria-febrero-02424.jpg?v=1765990896,4,"",,,,,,,,,,,
pulsera-gucci-mujer5mm,Pulsera Grano de cafe Mujer 5mm,"<p><meta charset=""utf-8"">Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>",ISIS JOYERÍA,Sin categoría,"","Mujer, Oro laminado, Pulsera",true,Grosor,5.5mm,,Largo,17cm,,,,,,0.0,shopify,continue,manual,42.55,57.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Puesta-Mujer-Guci-4-mm_c090452c-ea06-4ffc-8fe6-db71dcfc34d1.jpg?v=1764722382,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PulseraGucci.jpg?v=1764722382,g,,,true,,,active
pulsera-gucci-mujer5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PulseraGucci.jpg?v=1764722382,2,"",,,,,,,,,,,
pulsera-gucci-hombre5mm,Pulsera Grano de Cafe Hombre 5mm,"<p><meta charset=""utf-8"">Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>",ISIS JOYERÍA,Sin categoría,"","Hombre, Oro laminado, Pulsera",true,Grosor,5.5mm,,Largo,20cm,,,,,'52900,0.0,shopify,continue,manual,45.20,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Puesta-Mujer-Guci-4-mm.jpg?v=1764722383,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PulseraGucci_f9691897-8338-4742-bad9-250822b26815.jpg?v=1764722383,g,,,true,,,active
pulsera-gucci-hombre5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PulseraGucci_f9691897-8338-4742-bad9-250822b26815.jpg?v=1764722383,2,"",,,,,,,,,,,
pulsera-gucci-hombre5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Gucci_6_mm_20_cm_2.jpg?v=1764722384,3,"",,,,,,,,,,,
pulsera-lazo-mujer2mm,Pulsera Lazo Mujer 2mm,"<p><meta charset=""utf-8"">Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>",ISIS JOYERÍA,Sin categoría,"","Mujer, Oro laminado, Pulsera",true,Grosor,2mm,,Largo,17cm,,,,,,0.0,shopify,continue,manual,45.20,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/pulsera_lazo2mm_2.webp?v=1764722384,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-rustica-hombre4mm,Pulsera Rustica Hombre 4mm,"<p>Pulsera de oro laminado con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look.</p>",ISIS JOYERÍA,Sin categoría,"","Hombre, Oro laminado, Pulsera",true,Grosor,4mm,,Largo,20cm,,,,,'52598,0.0,shopify,deny,manual,45.20,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_rustica_65_cm_3.jpg?v=1764722387,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_rustica_65_cm_3.jpg?v=1764722387,g,,,true,,,active
pulsera-rustica-hombre4mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_rustica_65_cm_2.jpg?v=1764722387,2,"",,,,,,,,,,,
cadena-franco-hombre4mm,Cadena Franco Hombre,"<p>Cadena de oro laminado con dise–o c‡sico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look.</p>",ISIS JOYERÍA,Sin categoría,"","Cadenas, Hombre, Oro laminado",true,Medida,3mm/65cm,,,,,,,,'43192,0.0,shopify,continue,manual,60.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_FRANCO_6MM_2.jpg?v=1769832137,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-franco-hombre4mm,,,,,,,,,4mm/65cm,,,,,,,,'43195,0.0,shopify,continue,manual,65.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena-Franco-6mm_06f0c751-c773-4368-b8e2-ec13b1ec124c.webp?v=1769832137,2,"",,,,,g,,,,,,
cadena-franco-hombre4mm,,,,,,,,,6mm/65cm,,,,,,,,'43200,0.0,shopify,continue,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_FRANCO_6MM.jpg?v=1769832137,3,"",,,,,g,,,,,,
cadena-franco-hombre4mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Puesta-Cadena-Hombre-Serpiente-6mm-044.webp?v=1769832137,4,"",,,,,,,,,,,
cadena-franco-hombre4mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Puesta-Cadena-Hombre-Serpiente-Comparativa-047.webp?v=1769832137,5,"",,,,,,,,,,,
cadena-franco-mujer2mm,Cadena Franco Mujer 2mm,"<p>Cadena de oro laminado con dise–o c‡sico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look.</p>",ISIS JOYERÍA,Sin categoría,"","Cadenas, Mujer, Oro laminado",true,Grosor,2.6mm,,Largo,45cm,,,,,'43187,0.0,shopify,continue,manual,41.50,55.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_franco_2.png?v=1781198723,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
